Time,cumulative_mean_fraction_lambda_C
411,0.125026
411.25,0.125026
411.5,0.125026
411.75,0.125026
412,0.125026
412.25,0.125026
412.5,0.125026
412.75,0.125026
413,0.125026
413.25,0.125026
413.5,0.125026
413.75,0.125026
414,0.125026
414.25,0.125026
414.5,0.125026
414.75,0.125026
415,0.125026
415.25,0.125026
415.5,0.125026
415.75,0.125026
416,0.125026
416.25,0.125026
416.5,0.125026
416.75,0.125026
417,0.125026
417.25,0.125026
417.5,0.125026
417.75,0.125026
418,0.125026
418.25,0.125026
418.5,0.125026
418.75,0.125026
419,0.125026
419.25,0.125026
419.5,0.125026
419.75,0.125026
420,0.125026
420.25,0.125026
420.5,0.125026
420.75,0.125026
421,0.125026
421.25,0.125026
421.5,0.125026
421.75,0.125026
422,0.125026
422.25,0.125026
422.5,0.125026
422.75,0.125026
423,0.125026
423.25,0.125026
423.5,0.125026
423.75,0.125026
424,0.125026
424.25,0.125026
424.5,0.125026
424.75,0.125026
425,0.125026
425.25,0.125026
425.5,0.125026
425.75,0.125026
426,0.125026
426.25,0.125026
426.5,0.125026
426.75,0.125026
427,0.125026
427.25,0.125026
427.5,0.125026
427.75,0.125026
428,0.125026
428.25,0.125026
428.5,0.125026
428.75,0.125026
429,0.125026
429.25,0.125026
429.5,0.125026
429.75,0.125026
430,0.125026
430.25,0.125026
430.5,0.125026
430.75,0.125026
431,0.125026
431.25,0.125026
431.5,0.125026
431.75,0.125026
432,0.125026
432.25,0.125026
432.5,0.125026
432.75,0.125026
433,0.125026
433.25,0.125026
433.5,0.125026
433.75,0.125026
434,0.125026
434.25,0.125026
434.5,0.125026
434.75,0.125026
435,0.125026
435.25,0.125026
435.5,0.125026
435.75,0.125026
436,0.125026
436.25,0.125026
436.5,0.125026
436.75,0.125026
437,0.125026
437.25,0.125026
437.5,0.125026
437.75,0.125026
438,0.125026
438.25,0.125026
438.5,0.125026
438.75,0.125026
439,0.125026
439.25,0.125026
439.5,0.125026
439.75,0.125026
440,0.125026
440.25,0.125026
440.5,0.125026
440.75,0.125026
441,0.125026
441.25,0.125026
441.5,0.125026
441.75,0.125026
442,0.125026
442.25,0.125026
442.5,0.125026
442.75,0.125026
443,0.125026
443.25,0.125026
443.5,0.125026
443.75,0.125026
444,0.125026
444.25,0.125026
444.5,0.125026
444.75,0.125026
445,0.125026
445.25,0.125026
445.5,0.125026
445.75,0.125026
446,0.125026
446.25,0.125026
446.5,0.125026
446.75,0.125026
447,0.125026
447.25,0.125026
447.5,0.125026
447.75,0.125026
448,0.125026
448.25,0.125026
448.5,0.125026
448.75,0.125026
449,0.125026
449.25,0.125026
449.5,0.125026
449.75,0.125026
450,0.125026
450.25,0.125026
450.5,0.125026
450.75,0.125026
451,0.125026
451.25,0.125026
451.5,0.125026
451.75,0.125026
452,0.125026
452.25,0.125026
452.5,0.125026
452.75,0.125026
453,0.125026
453.25,0.125026
453.5,0.125026
453.75,0.125026
454,0.125026
454.25,0.125026
454.5,0.125026
454.75,0.125026
455,0.125026
455.25,0.125026
455.5,0.125026
455.75,0.125026
456,0.125026
456.25,0.125026
456.5,0.125026
456.75,0.125026
457,0.125026
457.25,0.125026
457.5,0.125026
457.75,0.125026
458,0.125026
458.25,0.125026
458.5,0.125026
458.75,0.125026
459,0.125026
459.25,0.125026
459.5,0.125026
459.75,0.125026
460,0.125026
460.25,0.125026
460.5,0.125026
460.75,0.125026
461,0.125026
461.25,0.125026
461.5,0.125026
461.75,0.125026
462,0.125026
462.25,0.125026
462.5,0.125026
462.75,0.125026
463,0.125026
463.25,0.125026
463.5,0.125026
463.75,0.125026
464,0.125026
464.25,0.125026
464.5,0.125026
464.75,0.125026
465,0.125026
465.25,0.125026
465.5,0.125026
465.75,0.125026
466,0.125026
466.25,0.125026
466.5,0.125026
466.75,0.125026
467,0.125026
467.25,0.125026
467.5,0.125026
467.75,0.125026
468,0.125026
468.25,0.125026
468.5,0.125026
468.75,0.125026
469,0.125026
469.25,0.125026
469.5,0.125026
469.75,0.125026
470,0.125026
470.25,0.125026
470.5,0.125026
470.75,0.125026
471,0.125026
471.25,0.125026
471.5,0.125026
471.75,0.125026
472,0.125026
472.25,0.125026
472.5,0.125026
472.75,0.125026
473,0.125026
473.25,0.125026
473.5,0.125026
473.75,0.125026
474,0.125026
474.25,0.125026
474.5,0.125026
474.75,0.125026
475,0.125026
475.25,0.125026
475.5,0.125026
475.75,0.125026
476,0.125026
476.25,0.125026
476.5,0.125026
476.75,0.125026
477,0.125026
477.25,0.125026
477.5,0.125026
477.75,0.125026
478,0.125026
478.25,0.125026
478.5,0.125026
478.75,0.125026
479,0.125026
479.25,0.125026
479.5,0.125026
479.75,0.125026
480,0.125026
480.25,0.125026
480.5,0.125026
480.75,0.125026
481,0.125026
481.25,0.125026
481.5,0.125026
481.75,0.125026
482,0.125026
482.25,0.125026
482.5,0.125026
482.75,0.125026
483,0.125026
483.25,0.125026
483.5,0.125026
483.75,0.125026
484,0.125026
484.25,0.125026
484.5,0.125026
484.75,0.125026
485,0.125026
485.25,0.125026
485.5,0.125026
485.75,0.125026
486,0.125026
486.25,0.125026
486.5,0.125026
486.75,0.125026
487,0.125026
487.25,0.125026
487.5,0.125026
487.75,0.125026
488,0.125026
488.25,0.125026
488.5,0.125026
488.75,0.125026
489,0.125026
489.25,0.125026
489.5,0.125026
489.75,0.125026
490,0.125026
490.25,0.125026
490.5,0.125026
490.75,0.125026
491,0.125026
491.25,0.125026
491.5,0.125026
491.75,0.125026
492,0.125026
492.25,0.125026
492.5,0.125026
492.75,0.125026
493,0.125026
493.25,0.125026
493.5,0.125026
493.75,0.125026
494,0.125026
494.25,0.125026
494.5,0.125026
494.75,0.125026
495,0.125026
495.25,0.125026
495.5,0.125026
495.75,0.125026
496,0.125026
496.25,0.125026
496.5,0.125026
496.75,0.125026
497,0.125026
497.25,0.125026
497.5,0.125026
497.75,0.125026
498,0.125026
498.25,0.125026
498.5,0.125026
498.75,0.125026
499,0.125026
499.25,0.125026
499.5,0.125026
499.75,0.125026
500,0.125026
500.25,0.125026
500.5,0.125026
500.75,0.125026
501,0.125026
501.25,0.125026
501.5,0.125026
501.75,0.125026
502,0.125026
502.25,0.125026
502.5,0.125026
502.75,0.125026
503,0.125026
503.25,0.125026
503.5,0.125026
503.75,0.125026
504,0.125026
504.25,0.125026
504.5,0.125026
504.75,0.125026
505,0.125026
505.25,0.125026
505.5,0.125026
505.75,0.125026
506,0.125026
506.25,0.125026
506.5,0.125026
506.75,0.125026
507,0.125026
507.25,0.125026
507.5,0.125026
507.75,0.125026
508,0.125026
508.25,0.125026
508.5,0.125026
508.75,0.125026
509,0.125026
509.25,0.125026
509.5,0.125026
509.75,0.125026
510,0.125026
510.25,0.125026
510.5,0.125026
510.75,0.125026
511,0.125026
511.25,0.125026
511.5,0.125026
511.75,0.125026
512,0.125026
512.25,0.125026
512.5,0.125026
512.75,0.125026
513,0.125026
513.25,0.125026
513.5,0.125026
513.75,0.125026
514,0.125026
514.25,0.125026
514.5,0.125026
514.75,0.125026
515,0.125026
515.25,0.125026
515.5,0.125026
515.75,0.125026
516,0.125026
516.25,0.125026
516.5,0.125026
516.75,0.125026
517,0.125026
517.25,0.125026
517.5,0.125026
517.75,0.125026
518,0.125026
518.25,0.125026
518.5,0.125026
518.75,0.125026
519,0.125026
519.25,0.125026
519.5,0.125026
519.75,0.125026
520,0.125026
520.25,0.125026
520.5,0.125026
520.75,0.125026
521,0.125026
521.25,0.125026
521.5,0.125026
521.75,0.125026
522,0.125026
522.25,0.125026
522.5,0.125026
522.75,0.125026
523,0.125026
523.25,0.125026
523.5,0.125026
523.75,0.125026
524,0.125026
524.25,0.125026
524.5,0.125026
524.75,0.125026
525,0.125026
525.25,0.125026
525.5,0.125026
525.75,0.125026
526,0.125026
526.25,0.125026
526.5,0.125026
526.75,0.125026
527,0.125026
527.25,0.125026
527.5,0.125026
527.75,0.125026
528,0.125026
528.25,0.125026
528.5,0.125026
528.75,0.125026
529,0.125026
529.25,0.125026
529.5,0.125026
529.75,0.125026
530,0.125026
530.25,0.125026
530.5,0.125026
530.75,0.125026
531,0.125026
531.25,0.125026
531.5,0.125026
531.75,0.125026
532,0.125026
532.25,0.125026
532.5,0.125026
532.75,0.125026
533,0.125026
533.25,0.125026
533.5,0.125026
533.75,0.125026
534,0.125026
534.25,0.125026
534.5,0.125026
534.75,0.125026
535,0.125026
535.25,0.125026
535.5,0.125026
535.75,0.125026
536,0.125026
536.25,0.125026
536.5,0.125026
536.75,0.125026
537,0.125026
537.25,0.125026
537.5,0.125026
537.75,0.125026
538,0.125026
538.25,0.125026
538.5,0.125026
538.75,0.125026
539,0.125026
539.25,0.125026
539.5,0.125026
539.75,0.125026
540,0.125026
540.25,0.125026
540.5,0.125026
540.75,0.125026
541,0.125026
541.25,0.125026
541.5,0.125026
541.75,0.125026
542,0.125026
542.25,0.125026
542.5,0.125026
542.75,0.125026
543,0.125026
543.25,0.125026
543.5,0.125026
543.75,0.125026
544,0.125026
544.25,0.125026
544.5,0.125026
544.75,0.125026
545,0.125026
545.25,0.125026
545.5,0.125026
545.75,0.125026
546,0.125026
546.25,0.125026
546.5,0.125026
546.75,0.125026
547,0.125026
547.25,0.125026
547.5,0.125026
547.75,0.125026
548,0.125026
548.25,0.125026
548.5,0.125026
548.75,0.125026
549,0.125026
549.25,0.125026
549.5,0.125026
549.75,0.125026
550,0.125026
550.25,0.125026
550.5,0.125026
550.75,0.125026
551,0.125026
551.25,0.125026
551.5,0.125026
551.75,0.125026
552,0.125026
552.25,0.125026
552.5,0.125026
552.75,0.125026
553,0.125026
553.25,0.125026
553.5,0.125026
553.75,0.125026
554,0.125026
554.25,0.125026
554.5,0.125026
554.75,0.125026
555,0.125026
555.25,0.125026
555.5,0.125026
555.75,0.125026
556,0.125026
556.25,0.125026
556.5,0.125026
556.75,0.125026
557,0.125026
557.25,0.125026
557.5,0.125026
557.75,0.125026
558,0.125026
558.25,0.125026
558.5,0.125026
558.75,0.125026
559,0.125026
559.25,0.125026
559.5,0.125026
559.75,0.125026
560,0.125026
560.25,0.125026
560.5,0.125026
560.75,0.125026
561,0.125026
561.25,0.125026
561.5,0.125026
561.75,0.125026
562,0.125026
562.25,0.125026
562.5,0.125026
562.75,0.125026
563,0.125026
563.25,0.125026
563.5,0.125026
563.75,0.125026
564,0.125026
564.25,0.125026
564.5,0.125026
564.75,0.125026
565,0.125026
565.25,0.125026
565.5,0.125026
565.75,0.125026
566,0.125026
566.25,0.125026
566.5,0.125026
566.75,0.125026
567,0.125026
567.25,0.125026
567.5,0.125026
567.75,0.125026
568,0.125026
568.25,0.125026
568.5,0.125026
568.75,0.125026
569,0.125026
569.25,0.125026
569.5,0.125026
569.75,0.125026
570,0.125026
570.25,0.125026
570.5,0.125026
570.75,0.125026
571,0.125026
571.25,0.125026
571.5,0.125026
571.75,0.125026
572,0.125026
572.25,0.125026
572.5,0.125026
572.75,0.125026
573,0.125026
573.25,0.125026
573.5,0.125026
573.75,0.125026
574,0.125026
574.25,0.125026
574.5,0.125026
574.75,0.125026
575,0.125026
575.25,0.125026
575.5,0.125026
575.75,0.125026
576,0.125026
576.25,0.125026
576.5,0.125026
576.75,0.125026
577,0.125026
577.25,0.125026
577.5,0.125026
577.75,0.125026
578,0.125026
578.25,0.125026
578.5,0.125026
578.75,0.125026
579,0.125026
579.25,0.125026
579.5,0.125026
579.75,0.125026
580,0.125026
580.25,0.125026
580.5,0.125026
580.75,0.125026
581,0.125026
581.25,0.125026
581.5,0.125026
581.75,0.125026
582,0.125026
582.25,0.125026
582.5,0.125026
582.75,0.125026
583,0.125026
583.25,0.125026
583.5,0.125026
583.75,0.125026
584,0.125026
584.25,0.125026
584.5,0.125026
584.75,0.125026
585,0.125026
585.25,0.125026
585.5,0.125026
585.75,0.125026
586,0.125026
586.25,0.125026
586.5,0.125026
586.75,0.125026
587,0.125026
587.25,0.125026
587.5,0.125026
587.75,0.125026
588,0.125026
588.25,0.125026
588.5,0.125026
588.75,0.125026
589,0.125026
589.25,0.125026
589.5,0.125026
589.75,0.125026
590,0.125026
590.25,0.125026
590.5,0.125026
590.75,0.125026
591,0.125026
591.25,0.125026
591.5,0.125026
591.75,0.125026
592,0.125026
592.25,0.125026
592.5,0.125026
592.75,0.125026
593,0.125026
593.25,0.125026
593.5,0.125026
593.75,0.125026
594,0.125026
594.25,0.125026
594.5,0.125026
594.75,0.125026
595,0.125026
595.25,0.125026
595.5,0.125026
595.75,0.125026
596,0.125026
596.25,0.125026
596.5,0.125026
596.75,0.125026
597,0.125026
597.25,0.125026
597.5,0.125026
597.75,0.125026
598,0.125026
598.25,0.125026
598.5,0.125026
598.75,0.125026
599,0.125026
599.25,0.125026
599.5,0.125026
599.75,0.125026
